"Vital Statistics
Frequency of Baby Names
From:  Jan 1, 1980  To:  Dec 31, 2021",,,,
Ranking by Gender & Year,First Name,Frequency,Gender,Year
865,Guramrit,1,Boy,1981
865,Gurinderpal,1,Boy,1981
865,Gurjit,1,Boy,1981
865,Gurkirpal,1,Boy,1981
865,Gurprit,1,Boy,1981
865,Gursharan,1,Boy,1981
865,Gus,1,Boy,1981
865,Guyaume,1,Boy,1981
865,Hafiz,1,Boy,1981
865,Hal,1,Boy,1981
865,Halit,1,Boy,1981
865,Hamzi,1,Boy,1981
865,Haney,1,Boy,1981
865,Hani,1,Boy,1981
865,Hanif,1,Boy,1981
865,Haniff,1,Boy,1981
865,Hank,1,Boy,1981
865,Hannon,1,Boy,1981
865,Hansel,1,Boy,1981
865,Hansen,1,Boy,1981
865,Haris,1,Boy,1981
865,Harmalkit,1,Boy,1981
865,Harmandeep,1,Boy,1981
865,Harsharan,1,Boy,1981
865,Hart,1,Boy,1981
865,Hartford,1,Boy,1981
865,Hartley,1,Boy,1981
865,Harvinder,1,Boy,1981
865,Hasani,1,Boy,1981
865,Hayden,1,Boy,1981
865,Haydon,1,Boy,1981
865,Haysam,1,Boy,1981
865,Heart,1,Boy,1981
865,Heber,1,Boy,1981
865,Heinrich,1,Boy,1981
865,Heinz,1,Boy,1981
865,Herman-Owen,1,Boy,1981
865,Hernan,1,Boy,1981
865,Hersimran,1,Boy,1981
865,Heston,1,Boy,1981
865,Hilton,1,Boy,1981
865,Hiram,1,Boy,1981
865,Hoang,1,Boy,1981
865,Hoang-Andy,1,Boy,1981
865,Hoang-Tuan,1,Boy,1981
865,Hon,1,Boy,1981
865,Hong,1,Boy,1981
865,Hon-Wang,1,Boy,1981
865,Houssam,1,Boy,1981
865,Howord,1,Boy,1981
865,Hristos,1,Boy,1981
865,Hso-Kham-Serk,1,Boy,1981
865,Hubert,1,Boy,1981
865,Hughie,1,Boy,1981
865,Hugo,1,Boy,1981
865,Hugyie,1,Boy,1981
865,Hung,1,Boy,1981
865,Hunter,1,Boy,1981
865,Hutton,1,Boy,1981
865,Huynh,1,Boy,1981
865,Huzaifah,1,Boy,1981
865,Hyland,1,Boy,1981
865,Iaian,1,Boy,1981
865,Ibraheem,1,Boy,1981
865,Ibrahim,1,Boy,1981
865,Ifeanyi,1,Boy,1981
865,Ikeche,1,Boy,1981
865,Imroz,1,Boy,1981
865,Imtiaz,1,Boy,1981
865,Inderpal,1,Boy,1981
865,Inderpaul,1,Boy,1981
865,Ingo,1,Boy,1981
865,Ira,1,Boy,1981
865,Irish,1,Boy,1981
865,Isaie,1,Boy,1981
865,Ishar,1,Boy,1981
865,Isiah,1,Boy,1981
865,Ismail,1,Boy,1981
865,Istvan,1,Boy,1981
865,Iver,1,Boy,1981
865,Izaac,1,Boy,1981
865,Izaak,1,Boy,1981
865,J,1,Boy,1981
865,Jaaneshwar,1,Boy,1981
865,Jabin,1,Boy,1981
865,Jacobus,1,Boy,1981
865,Jacy,1,Boy,1981
865,Jaelin,1,Boy,1981
865,Jagdev,1,Boy,1981
865,Jagjit,1,Boy,1981
865,Jagjiwan,1,Boy,1981
865,Jagveer,1,Boy,1981
865,Jaimie,1,Boy,1981
865,Jair,1,Boy,1981
865,Jairus,1,Boy,1981
865,Jaison,1,Boy,1981
865,Jalal,1,Boy,1981
865,Jameel,1,Boy,1981
865,James-Clayton,1,Boy,1981
865,Jameson,1,Boy,1981
865,Jami,1,Boy,1981
865,Jamieson,1,Boy,1981
865,Jamil,1,Boy,1981
865,Jamin,1,Boy,1981
865,Jann,1,Boy,1981
865,Jan-Olaf,1,Boy,1981
865,Janson,1,Boy,1981
865,Jarad,1,Boy,1981
865,Jaran,1,Boy,1981
865,Jarand,1,Boy,1981
865,Jarime,1,Boy,1981
865,Jarl,1,Boy,1981
865,Jaron,1,Boy,1981
865,Jarrad,1,Boy,1981
865,Jarred,1,Boy,1981
865,Jaseff,1,Boy,1981
865,Jashan,1,Boy,1981
865,Jaskaranjit,1,Boy,1981
865,Jason-Alan,1,Boy,1981
865,Jason-Lee,1,Boy,1981
865,Jasonmit,1,Boy,1981
865,Jason-Ryan-Tyler,1,Boy,1981
865,Jassin,1,Boy,1981
865,Jasun,1,Boy,1981
865,Jaswant,1,Boy,1981
865,Jatinder,1,Boy,1981
865,Jaxon,1,Boy,1981
865,Jayant,1,Boy,1981
865,Jayeson,1,Boy,1981
865,Jaylyn,1,Boy,1981
865,Jean-Francois,1,Boy,1981
865,Jean-Guy,1,Boy,1981
865,Jean-Paul,1,Boy,1981
865,Jeas,1,Boy,1981
865,Jedadiah,1,Boy,1981
865,Jedd,1,Boy,1981
865,Jedediah,1,Boy,1981
865,Jedidiah,1,Boy,1981
865,Jeevan,1,Boy,1981
865,Jefferson,1,Boy,1981
865,Jeffree,1,Boy,1981
865,Jehad,1,Boy,1981
865,Jehremy,1,Boy,1981
865,Jellal,1,Boy,1981
865,Jens,1,Boy,1981
865,Jense,1,Boy,1981
865,Jeoffrey,1,Boy,1981
865,Jephta,1,Boy,1981
865,Jeradd,1,Boy,1981
865,Jerald,1,Boy,1981
865,Jeramiah,1,Boy,1981
865,Jered,1,Boy,1981
865,Jérémie,1,Boy,1981
865,Jerimie,1,Boy,1981
865,Jerimy,1,Boy,1981
865,Jermaine,1,Boy,1981
865,Jermey,1,Boy,1981
865,Jermiah,1,Boy,1981
865,Jerod,1,Boy,1981
865,Jeron,1,Boy,1981
865,Jerred,1,Boy,1981
865,Jerret,1,Boy,1981
865,Jerritt,1,Boy,1981
865,Jerrold,1,Boy,1981
865,Jeryd,1,Boy,1981
865,Jesey,1,Boy,1981
865,Jess,1,Boy,1981
865,Jessel,1,Boy,1981
865,Jesse-Lee,1,Boy,1981
865,Jesse-Shane,1,Boy,1981
865,Jessey,1,Boy,1981
865,Jessin,1,Boy,1981
865,Jesson,1,Boy,1981
865,Jetinder,1,Boy,1981
865,Jett,1,Boy,1981
865,Jewell,1,Boy,1981
865,Jezaniah,1,Boy,1981
865,Jia,1,Boy,1981
865,Jimmie,1,Boy,1981
865,Jocelyn,1,Boy,1981
865,Joden,1,Boy,1981
865,Jodi,1,Boy,1981
865,Joed,1,Boy,1981
865,Joe-Jackson,1,Boy,1981
865,Joelon,1,Boy,1981
865,Joe-Ray,1,Boy,1981
865,Joey-Lee,1,Boy,1981
865,Johannes,1,Boy,1981
865,Johanthon,1,Boy,1981
865,John-Adam,1,Boy,1981
865,Johnathin,1,Boy,1981
865,John-David,1,Boy,1981
865,Johnmark,1,Boy,1981
865,Johnney,1,Boy,1981
865,Johnnie,1,Boy,1981
865,Johnpaul,1,Boy,1981
865,Jojy,1,Boy,1981
865,Jomar,1,Boy,1981
865,Jonai,1,Boy,1981
865,Jonathan-Matthew,1,Boy,1981
865,Jon-Colin,1,Boy,1981
865,Jor,1,Boy,1981
865,Jorah,1,Boy,1981
865,Jordache,1,Boy,1981
865,Jordi,1,Boy,1981
865,Jordie,1,Boy,1981
865,Jordy,1,Boy,1981
865,Josef,1,Boy,1981
865,Joseph-Christian-Danny,1,Boy,1981
865,Josephe,1,Boy,1981
865,Joshuah,1,Boy,1981
865,Joshua-Lyon,1,Boy,1981
865,Jouni,1,Boy,1981
865,Jowad,1,Boy,1981
865,Jules,1,Boy,1981
865,Julien,1,Boy,1981
865,Justice,1,Boy,1981
865,Justin-Andrew,1,Boy,1981
865,Justin-Cyril-Bernard,1,Boy,1981
865,Justin-Paul,1,Boy,1981
865,Justyn,1,Boy,1981
865,Ka,1,Boy,1981
865,Kael,1,Boy,1981
865,Kaelin,1,Boy,1981
865,Kai-Joe,1,Boy,1981
865,Kailey,1,Boy,1981
865,Kais,1,Boy,1981
865,Kaiser,1,Boy,1981
865,Kale,1,Boy,1981
865,Kaleb,1,Boy,1981
865,Kalle,1,Boy,1981
865,Kalon,1,Boy,1981
865,Kalyn,1,Boy,1981
865,Kamal,1,Boy,1981
865,Kamaldeep,1,Boy,1981
865,Kamaljit,1,Boy,1981
865,Kameil,1,Boy,1981
865,Kamil,1,Boy,1981
865,Kamran,1,Boy,1981
865,Kanwarinder,1,Boy,1981
865,Kapil,1,Boy,1981
865,Karambir,1,Boy,1981
865,Karamdeep,1,Boy,1981
865,Kareem,1,Boy,1981
865,Kareeme,1,Boy,1981
865,Karnie,1,Boy,1981
865,Karson,1,Boy,1981
865,Karsten,1,Boy,1981
865,Kasali,1,Boy,1981
865,Kasey,1,Boy,1981
865,Kassim,1,Boy,1981
865,Kasy,1,Boy,1981
865,Kavrin,1,Boy,1981
865,Kawaideep,1,Boy,1981
865,Kaylan,1,Boy,1981
865,Kayle,1,Boy,1981
865,Kaylen,1,Boy,1981
865,Kaymin,1,Boy,1981
865,Kazuto,1,Boy,1981
865,Keane,1,Boy,1981
865,Keefe,1,Boy,1981
865,Keelan,1,Boy,1981
865,Keir,1,Boy,1981
865,Keira,1,Boy,1981
865,Keiran,1,Boy,1981
865,Kell,1,Boy,1981
865,Kellen,1,Boy,1981
865,Kellum,1,Boy,1981
865,Kelsy,1,Boy,1981
865,Kelt,1,Boy,1981
865,Kenan,1,Boy,1981
865,Kendal,1,Boy,1981
865,Kendrick,1,Boy,1981
865,Kendyn,1,Boy,1981
865,Kenechukwu,1,Boy,1981
865,Kenji,1,Boy,1981
865,Kennedy,1,Boy,1981
865,Kennth,1,Boy,1981
865,Kensaku,1,Boy,1981
865,Keon,1,Boy,1981
865,Kerby,1,Boy,1981
865,Keynon,1,Boy,1981
865,Khalil,1,Boy,1981
865,Khin,1,Boy,1981
865,Khristopher,1,Boy,1981
865,Kiel,1,Boy,1981
865,Kihew-Muskwa,1,Boy,1981
865,Kilroy,1,Boy,1981
865,Kim-Michael,1,Boy,1981
865,Kin,1,Boy,1981
865,King,1,Boy,1981
865,Kingsley,1,Boy,1981
865,Kinley,1,Boy,1981
865,Kirkland,1,Boy,1981
865,Kobin,1,Boy,1981
865,Kodell,1,Boy,1981
865,Kokebeh,1,Boy,1981
865,Kondraty,1,Boy,1981
865,Koni,1,Boy,1981
865,Konstantine,1,Boy,1981
865,Konstantinos,1,Boy,1981
865,Korran,1,Boy,1981
865,Kosi,1,Boy,1981
865,Kother,1,Boy,1981
865,Koury,1,Boy,1981
865,Kregg,1,Boy,1981
865,Krishan,1,Boy,1981
865,Krishna,1,Boy,1981
865,Kristan,1,Boy,1981
865,Kristen,1,Boy,1981
865,Krister,1,Boy,1981
865,Krystofer,1,Boy,1981
865,Kursten,1,Boy,1981
865,Kwong,1,Boy,1981
865,Ky,1,Boy,1981
865,Kye,1,Boy,1981
865,Kylan,1,Boy,1981
865,Kylie,1,Boy,1981
865,Kylin,1,Boy,1981
865,Kylle,1,Boy,1981
865,Laird,1,Boy,1981
865,Lam,1,Boy,1981
865,Lamuel,1,Boy,1981
865,Landis,1,Boy,1981
865,Lando,1,Boy,1981
865,Lap,1,Boy,1981
865,Laslo,1,Boy,1981
865,Lauchlin,1,Boy,1981
865,Laurie,1,Boy,1981
865,Lauro,1,Boy,1981
865,Lavern,1,Boy,1981
865,Lawerel,1,Boy,1981
865,Layton,1,Boy,1981
865,Lazar,1,Boy,1981
865,Leah,1,Boy,1981
865,Lech,1,Boy,1981
865,Leeam,1,Boy,1981
865,Leeland,1,Boy,1981
865,Leeroy,1,Boy,1981
865,Lefteris,1,Boy,1981
865,Len,1,Boy,1981
865,Lenard,1,Boy,1981
865,Leonel,1,Boy,1981
865,Leor,1,Boy,1981
865,Leroy,1,Boy,1981
865,Lesley,1,Boy,1981
865,Levy,1,Boy,1981
865,Lidong,1,Boy,1981
865,Lin,1,Boy,1981
865,Linden,1,Boy,1981
865,Lindley,1,Boy,1981
865,Locke,1,Boy,1981
865,Loic,1,Boy,1981
865,Long,1,Boy,1981
865,Long-Viet,1,Boy,1981
865,Loni,1,Boy,1981
865,Lonie,1,Boy,1981
865,Lonny,1,Boy,1981
865,Loon,1,Boy,1981
865,Lorenz,1,Boy,1981
865,Lorenzo,1,Boy,1981
865,Lorris,1,Boy,1981
865,Lorry,1,Boy,1981
865,Lovejeet,1,Boy,1981
865,Lovell,1,Boy,1981
865,Luciano,1,Boy,1981
865,Ludvik,1,Boy,1981
865,Luka'S,1,Boy,1981
865,Luke-Jeff,1,Boy,1981
865,Luong,1,Boy,1981
865,Luther,1,Boy,1981
865,Lyman,1,Boy,1981
865,Lynden,1,Boy,1981
865,M,1,Boy,1981
865,Maan,1,Boy,1981
865,Mackenzie,1,Boy,1981
865,Mackie,1,Boy,1981
865,Maclean,1,Boy,1981
865,Magnus,1,Boy,1981
865,Maher,1,Boy,1981
865,Mahlon,1,Boy,1981
865,Mahul,1,Boy,1981
865,Mahziar,1,Boy,1981
865,Malte,1,Boy,1981
865,Man,1,Boy,1981
865,Manad,1,Boy,1981
865,Mandeet,1,Boy,1981
865,Mandel,1,Boy,1981
865,Mandev,1,Boy,1981
865,Mandip,1,Boy,1981
865,Maneesh,1,Boy,1981
865,Maneet,1,Boy,1981
865,Manjot,1,Boy,1981
865,Manley,1,Boy,1981
865,Manny,1,Boy,1981
865,Manpreet,1,Boy,1981
865,Manraj,1,Boy,1981
865,Marc-Andre,1,Boy,1981
865,Marc-Antoine,1,Boy,1981
865,Marcelino,1,Boy,1981
865,Marc-Elmar,1,Boy,1981
865,Marcelo,1,Boy,1981
865,Marcio,1,Boy,1981
865,Marcos,1,Boy,1981
865,Marino,1,Boy,1981
865,Marinus,1,Boy,1981
865,Maris,1,Boy,1981
865,Mark-Mirko-Junior,1,Boy,1981
865,Marko,1,Boy,1981
865,Marley,1,Boy,1981
865,Marshal,1,Boy,1981
865,Marten,1,Boy,1981
865,Martial,1,Boy,1981
865,Mate,1,Boy,1981
865,Matheau,1,Boy,1981
865,Mathias,1,Boy,1981
865,Matt,1,Boy,1981
865,Matteo,1,Boy,1981
865,Matthew-Christof,1,Boy,1981
865,Matthew-Ivan,1,Boy,1981
865,Mauri,1,Boy,1981
865,Maurie,1,Boy,1981
865,Maurizio,1,Boy,1981
865,Maury,1,Boy,1981
865,Maxim,1,Boy,1981
865,Maxime-Paul,1,Boy,1981
865,Maximilian,1,Boy,1981
865,Maxx,1,Boy,1981
865,Maybry,1,Boy,1981
865,Mazyar,1,Boy,1981
865,Mcdonald,1,Boy,1981
865,Mckay,1,Boy,1981
865,Mckenzie,1,Boy,1981
865,Melcolm,1,Boy,1981
865,Menno,1,Boy,1981
865,Merlin,1,Boy,1981
865,Mervin,1,Boy,1981
865,Mervyn,1,Boy,1981
865,Methias,1,Boy,1981
865,Micheil,1,Boy,1981
865,Michelle,1,Boy,1981
865,Mick,1,Boy,1981
865,Mickel,1,Boy,1981
865,Mikal,1,Boy,1981
865,Mike-Bruce,1,Boy,1981
865,Mikel,1,Boy,1981
865,Milad,1,Boy,1981
865,Minter,1,Boy,1981
865,Mirek,1,Boy,1981
865,Mirko,1,Boy,1981
865,Mirron,1,Boy,1981
865,Mirza,1,Boy,1981
865,Misha,1,Boy,1981
865,Mishen,1,Boy,1981
865,Mishkin,1,Boy,1981
865,Mitchelle,1,Boy,1981
865,Moatz,1,Boy,1981
865,Mobin,1,Boy,1981
865,Modasser,1,Boy,1981
865,Monik,1,Boy,1981
865,Monish,1,Boy,1981
865,Monte,1,Boy,1981
865,Morey,1,Boy,1981
865,Morten,1,Boy,1981
865,Muhammad,1,Boy,1981
865,Muhammed,1,Boy,1981
865,Mujahid,1,Boy,1981
865,Mukesh,1,Boy,1981
865,Mykola,1,Boy,1981
865,Naaron,1,Boy,1981
865,Nabeal,1,Boy,1981
865,Nadeem,1,Boy,1981
865,Naef,1,Boy,1981
865,Naftali,1,Boy,1981
865,Nahid,1,Boy,1981
865,Naim,1,Boy,1981
865,Naji,1,Boy,1981
865,Namdar,1,Boy,1981
865,Napoleon,1,Boy,1981
865,Nara,1,Boy,1981
865,Narcisse,1,Boy,1981
865,Nassib,1,Boy,1981
865,Nassim,1,Boy,1981
865,Natan,1,Boy,1981
865,Nate,1,Boy,1981
865,Nathaneal,1,Boy,1981
865,Nathon,1,Boy,1981
865,Navanjot,1,Boy,1981
865,Naveen,1,Boy,1981
865,Navin,1,Boy,1981
865,Nayef,1,Boy,1981
865,Nebojsa,1,Boy,1981
865,Nedal,1,Boy,1981
865,Neel,1,Boy,1981
865,Neerav,1,Boy,1981
865,Neijah,1,Boy,1981
865,Neld,1,Boy,1981
865,Neuville,1,Boy,1981
865,Newton,1,Boy,1981
865,Niccolo,1,Boy,1981
865,Nicholai,1,Boy,1981
865,Nicholis,1,Boy,1981
865,Nicholson,1,Boy,1981
865,Nick,1,Boy,1981
865,Nico,1,Boy,1981
865,Nicola,1,Boy,1981
865,Nicolas-Julian,1,Boy,1981
865,Niilo,1,Boy,1981
865,Nijoel,1,Boy,1981
865,Nikola,1,Boy,1981
865,Nikolaus,1,Boy,1981
865,Nile,1,Boy,1981
865,Nirmalya,1,Boy,1981
865,Nitendra,1,Boy,1981
865,Nitesh,1,Boy,1981
865,Nmar,1,Boy,1981
865,Noal,1,Boy,1981
865,Noel-Ritchie,1,Boy,1981
865,Noland,1,Boy,1981
865,Nole,1,Boy,1981
865,Norbert,1,Boy,1981
865,Normand,1,Boy,1981
865,Nukirk,1,Boy,1981
865,Nurray,1,Boy,1981
865,O.,1,Boy,1981
865,Obeida,1,Boy,1981
865,Olaf,1,Boy,1981
865,Olindo,1,Boy,1981
865,Omeran,1,Boy,1981
865,Omonigho,1,Boy,1981
865,Onur,1,Boy,1981
865,Oppkaar,1,Boy,1981
865,Ordell,1,Boy,1981
865,Ordelle,1,Boy,1981
865,Orlando,1,Boy,1981
865,Orlon,1,Boy,1981
865,Orville,1,Boy,1981
865,Ottavio,1,Boy,1981
865,Oubida,1,Boy,1981
865,Owen-James,1,Boy,1981
865,Owis,1,Boy,1981
865,Pablo,1,Boy,1981
865,Paddy,1,Boy,1981
865,Pak-Siu,1,Boy,1981
865,Parker,1,Boy,1981
865,Parminder,1,Boy,1981
865,Parvinder,1,Boy,1981
865,Pascal,1,Boy,1981
865,Patric,1,Boy,1981
865,Patricio,1,Boy,1981
865,Patrick-Thomas-Jamie,1,Boy,1981
865,Paulo,1,Boy,1981
865,Pavanjit,1,Boy,1981
865,Pavlos,1,Boy,1981
865,Pedro,1,Boy,1981
865,Pepper,1,Boy,1981
865,Pernell,1,Boy,1981
865,Peter-John,1,Boy,1981
865,Phalen,1,Boy,1981
865,Phi,1,Boy,1981
865,Philemon,1,Boy,1981
865,Phuc,1,Boy,1981
865,Phung,1,Boy,1981
865,Piero,1,Boy,1981
865,Pietro,1,Boy,1981
865,Pineby,1,Boy,1981
865,Poul,1,Boy,1981
865,Prasheel,1,Boy,1981
865,Prashil,1,Boy,1981
865,Praveen,1,Boy,1981
865,Prem,1,Boy,1981
865,Presley,1,Boy,1981
865,Pritpal,1,Boy,1981
865,Ptrick,1,Boy,1981
865,Puneet,1,Boy,1981
865,Punkaj,1,Boy,1981
865,Qasim,1,Boy,1981
865,Quan,1,Boy,1981
865,Quangduy,1,Boy,1981
865,Quenton,1,Boy,1981
865,Quinlan,1,Boy,1981
865,Quinten,1,Boy,1981
865,Quoc,1,Boy,1981
865,Quy,1,Boy,1981
865,Rabendra,1,Boy,1981
865,Rachid,1,Boy,1981
865,Radi,1,Boy,1981
865,Radley,1,Boy,1981
865,Raed,1,Boy,1981
865,Rael,1,Boy,1981
865,Rafael,1,Boy,1981
865,Rafferty,1,Boy,1981
865,Raffle,1,Boy,1981
865,Rafi,1,Boy,1981
865,Rafik,1,Boy,1981
865,Rahan,1,Boy,1981
865,Rahool,1,Boy,1981
865,Raigam,1,Boy,1981
865,Raime,1,Boy,1981
865,Raja,1,Boy,1981
865,Rajdeep,1,Boy,1981
865,Rajendra,1,Boy,1981
865,Rajkamalpreetpal,1,Boy,1981
865,Rajver,1,Boy,1981
865,Rajvinder,1,Boy,1981
865,Ram,1,Boy,1981
865,Ramanbir,1,Boy,1981
865,Rame,1,Boy,1981
865,Rami,1,Boy,1981
865,Rammond,1,Boy,1981
865,Ramsay,1,Boy,1981
865,Ramsey,1,Boy,1981
865,Ramy,1,Boy,1981
865,Ramzey,1,Boy,1981
865,Ranald,1,Boy,1981
865,Ranger,1,Boy,1981
865,Ranjeeva,1,Boy,1981
865,Ranvir,1,Boy,1981
865,Rashad,1,Boy,1981
865,Rathwan,1,Boy,1981
865,Raul,1,Boy,1981
865,Raven,1,Boy,1981
865,Ravinder,1,Boy,1981
865,Rayman,1,Boy,1981
865,Raymound,1,Boy,1981
865,Reade,1,Boy,1981
865,Real,1,Boy,1981
865,Reece,1,Boy,1981
865,Rees,1,Boy,1981
865,Reese,1,Boy,1981
865,Regent,1,Boy,1981
865,Reggie,1,Boy,1981
865,Reinaldo,1,Boy,1981
865,Rejean,1,Boy,1981
865,René,1,Boy,1981
865,Renée,1,Boy,1981
865,Renia,1,Boy,1981
865,Rennie,1,Boy,1981
865,Renny,1,Boy,1981
865,Renold,1,Boy,1981
865,Rexson,1,Boy,1981
865,Reyburn,1,Boy,1981
865,Reynaldo,1,Boy,1981
865,Rheal,1,Boy,1981
865,Richie,1,Boy,1981
865,Ricki,1,Boy,1981
865,Rienus,1,Boy,1981
865,Rinaldo,1,Boy,1981
865,Rio,1,Boy,1981
865,Rishi,1,Boy,1981
865,Rishikesh,1,Boy,1981
865,Rising,1,Boy,1981
865,Riyad,1,Boy,1981
865,Rj,1,Boy,1981
865,Rob,1,Boy,1981
865,Roben,1,Boy,1981
865,Rober,1,Boy,1981
865,Robert-Steven,1,Boy,1981
865,Rocco,1,Boy,1981
865,Rochdi,1,Boy,1981
865,Rogan,1,Boy,1981
865,Romano,1,Boy,1981
865,Rommel,1,Boy,1981
865,Romy,1,Boy,1981
865,Roneel,1,Boy,1981
865,Ronen,1,Boy,1981
865,Roscoe,1,Boy,1981
865,Royle,1,Boy,1981
865,Ruairi,1,Boy,1981
865,Ruben,1,Boy,1981
865,Ruebenn,1,Boy,1981
865,Rui,1,Boy,1981
865,Rupert,1,Boy,1981
865,Rustin,1,Boy,1981
865,Ruston,1,Boy,1981
865,Ryatt,1,Boy,1981
865,Ryeland,1,Boy,1981
865,Ryer,1,Boy,1981
865,Rylee,1,Boy,1981
865,Rylie,1,Boy,1981
865,S.,1,Boy,1981
865,Saad,1,Boy,1981
865,Sabastian,1,Boy,1981
865,Sabeeh,1,Boy,1981
865,Sacha,1,Boy,1981
865,Sachin,1,Boy,1981
865,Sadasivan,1,Boy,1981
865,Sahajvir,1,Boy,1981
865,Saleem,1,Boy,1981
865,Salman,1,Boy,1981
865,Salvatore,1,Boy,1981
865,Samer,1,Boy,1981
865,Samir,1,Boy,1981
865,Sanamjot,1,Boy,1981
865,Sancho,1,Boy,1981
865,Sandford,1,Boy,1981
865,Sanjay,1,Boy,1981
865,Sanjeev,1,Boy,1981
865,Sanjesh,1,Boy,1981
865,Sarmad,1,Boy,1981
865,Sarosh,1,Boy,1981
865,Sasze,1,Boy,1981
865,Satesh,1,Boy,1981
865,Satinderpal,1,Boy,1981
865,Sattam,1,Boy,1981
865,Saumon,1,Boy,1981
865,Sayed,1,Boy,1981
865,Sayre,1,Boy,1981
865,Sayyad,1,Boy,1981
865,Schaun,1,Boy,1981
865,Scot,1,Boy,1981
865,Scottie,1,Boy,1981
865,Sean-Eric,1,Boy,1981
865,Seann,1,Boy,1981
865,Seddrak,1,Boy,1981
865,Sefo,1,Boy,1981
865,Selvin,1,Boy,1981
865,Semaan,1,Boy,1981
865,Senaka,1,Boy,1981
865,Senio,1,Boy,1981
865,Sergio,1,Boy,1981
865,Servianus,1,Boy,1981
865,Seyyed,1,Boy,1981
865,Shadi,1,Boy,1981
865,Shady,1,Boy,1981
865,Shahean,1,Boy,1981
865,Shahmeer,1,Boy,1981
865,Shain,1,Boy,1981
865,Shaine,1,Boy,1981
865,Shamir,1,Boy,1981
865,Shaniff,1,Boy,1981
865,Shanon,1,Boy,1981
865,Shaphan,1,Boy,1981
865,Shatner,1,Boy,1981
865,Shaughn,1,Boy,1981
865,Shaunessy,1,Boy,1981
865,Shaunik,1,Boy,1981
865,Shaun-Micheal,1,Boy,1981
865,Shauwn,1,Boy,1981
865,Shaw,1,Boy,1981
865,Shaw-Ming,1,Boy,1981
865,Shawne,1,Boy,1981
865,Shawnn,1,Boy,1981
865,Shay,1,Boy,1981
865,Shaye,1,Boy,1981
865,Shaylan,1,Boy,1981
865,Shazeed,1,Boy,1981
865,Sheamus,1,Boy,1981
865,Sheane,1,Boy,1981
865,Shelby,1,Boy,1981
865,Shelden,1,Boy,1981
865,Shevaun,1,Boy,1981
865,Shian,1,Boy,1981
865,Shubkeran,1,Boy,1981
865,Shyanne,1,Boy,1981
865,Shylo,1,Boy,1981
865,Sidor,1,Boy,1981
865,Siegfried,1,Boy,1981
865,Sie-Ho,1,Boy,1981
865,Singh,1,Boy,1981
865,Siruss,1,Boy,1981
865,Skye,1,Boy,1981
865,Skylar,1,Boy,1981
865,Slaan,1,Boy,1981
865,Slade,1,Boy,1981
865,Slobo,1,Boy,1981
865,Solaro,1,Boy,1981
865,Soloman,1,Boy,1981
865,Solomon,1,Boy,1981
865,Song-Yang,1,Boy,1981
865,Sonney,1,Boy,1981
865,Sosun,1,Boy,1981
865,Spiffy,1,Boy,1981
865,Spruce,1,Boy,1981
865,Srinivasu,1,Boy,1981
865,Sriram,1,Boy,1981
865,Stanko,1,Boy,1981
865,Starless,1,Boy,1981
865,Starr,1,Boy,1981
865,Steaphan,1,Boy,1981
865,Steaven,1,Boy,1981
865,Stefen,1,Boy,1981
865,Steffen,1,Boy,1981
865,Sterling,1,Boy,1981
865,Steve-Franklin,1,Boy,1981
865,Stoney,1,Boy,1981
865,Storm,1,Boy,1981
865,Suchaet,1,Boy,1981
865,Sukhbir,1,Boy,1981
865,Sukhdeed,1,Boy,1981
865,Sukhjit,1,Boy,1981
865,Sumeet,1,Boy,1981
865,Suminder,1,Boy,1981
865,Sumit,1,Boy,1981
865,Suneet,1,Boy,1981
865,Sunil,1,Boy,1981
865,Sunjit,1,Boy,1981
865,Swaran,1,Boy,1981
865,Swen,1,Boy,1981
865,Sylvain,1,Boy,1981
865,Sze,1,Boy,1981
865,Taerum,1,Boy,1981
865,Takumi,1,Boy,1981
865,Talbot,1,Boy,1981
865,Tallie,1,Boy,1981
865,Tam,1,Boy,1981
865,Tameem,1,Boy,1981
865,Tanveer,1,Boy,1981
865,Tara,1,Boy,1981
865,Taran,1,Boy,1981
865,Taras,1,Boy,1981
865,Tariq,1,Boy,1981
865,Tarraf,1,Boy,1981
865,Tarun,1,Boy,1981
865,Tate,1,Boy,1981
865,Taurik,1,Boy,1981
865,Tayler,1,Boy,1981
865,Tazsh,1,Boy,1981
865,Teaurean,1,Boy,1981
865,Teddie,1,Boy,1981
865,Telford,1,Boy,1981
865,Tenzin,1,Boy,1981
865,Teodors,1,Boy,1981
865,Teran,1,Boy,1981
865,Teron,1,Boy,1981
865,Terri,1,Boy,1981
865,Terris,1,Boy,1981
865,Terry-James,1,Boy,1981
865,Thadee,1,Boy,1981
865,Thamir,1,Boy,1981
865,Thanh-Nghia,1,Boy,1981
865,Thearn,1,Boy,1981
865,Thien,1,Boy,1981
865,Thijs,1,Boy,1981
865,Thomasean,1,Boy,1981
865,Thys,1,Boy,1981
865,Tim,1,Boy,1981
865,Timothy-Joel,1,Boy,1981
865,Timothy-Willem,1,Boy,1981
865,Titus,1,Boy,1981
865,Tod,1,Boy,1981
865,Toddie,1,Boy,1981
865,Toma,1,Boy,1981
865,Tomasz,1,Boy,1981
865,Tomislav,1,Boy,1981
865,Tommaso,1,Boy,1981
865,Tomme,1,Boy,1981
865,Tong,1,Boy,1981
865,Toni,1,Boy,1981
